image_path,crop,class,split,domain,width,height,candidate_count,selected_mask_area_pct,stability_score,predicted_iou,centroid_x,centroid_y,norm_centroid_dist,strat_a_success,strat_b_success,strat_c_success,selection_strategy,quality_category,retry_used,final_status
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/pepper_bell_bacterial_spot2174.jpg,Pepper,Pepper_Bacterial_Spot,test,Field,256,256,9,53.86,0.9377,0.9169,133,118,0.0618,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Cercospora Leaf Spot/1055__roi_backremoved.jpg,Pepper,Pepper_Cercospora_Leaf_Spot,test,Field,1162,2305,1,44.18,0.9251,0.904,579,1337,0.1132,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
"/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Pepper,_bell___healthy/03396fd1-be05-40a7-81b2-67000e77d479___JR_HL 8721.JPG",Pepper,Pepper_Healthy,test,Laboratory,256,256,5,46.25,0.9274,0.9065,129,147,0.1051,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
"/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Pepper,_bell___Bacterial_spot/99459f72-cff7-48d1-bc22-f50f61a4abd6___NREC_B.Spot 9067.JPG",Pepper,Pepper_Bacterial_Spot,test,Laboratory,256,256,10,48.65,0.9425,0.9177,126,127,0.0124,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Cercospora Leaf Spot/1689__roi_backremoved.jpg,Pepper,Pepper_Cercospora_Leaf_Spot,test,Field,756,1792,1,32.89,0.9332,0.9042,387,913,0.0215,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
"/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Pepper,_bell___healthy/b91d515b-9f44-4a63-aa2b-e7b3f2ea0fec___JR_HL 8312.JPG",Pepper,Pepper_Healthy,test,Laboratory,256,256,9,52.66,0.938,0.9166,129,138,0.0555,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Cercospora Leaf Spot/1195__roi_backremoved.jpg,Pepper,Pepper_Cercospora_Leaf_Spot,test,Field,826,1691,1,41.28,0.9272,0.9041,432,945,0.0893,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/pepper_bell_bacterial_spot2123.jpg,Pepper,Pepper_Bacterial_Spot,test,Field,256,256,16,42.28,0.9353,0.91,128,135,0.0387,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Cercospora Leaf Spot/623__roi_backremoved.jpg,Pepper,Pepper_Cercospora_Leaf_Spot,test,Field,982,2366,7,49.47,0.9406,0.9168,504,1217,0.0276,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Cercospora Leaf Spot/1088__roi_backremoved.jpg,Pepper,Pepper_Cercospora_Leaf_Spot,test,Field,842,1496,1,43.08,0.9254,0.9037,413,861,0.1077,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Cercospora Leaf Spot/350__roi_backremoved.jpg,Pepper,Pepper_Cercospora_Leaf_Spot,test,Field,1237,2112,1,47.64,0.9408,0.9161,633,1073,0.0201,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/pepper_bell_bacterial_spot1712.jpg,Pepper,Pepper_Bacterial_Spot,test,Field,256,256,25,48.54,0.9342,0.9121,126,116,0.0672,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Cercospora Leaf Spot/1482__roi_backremoved.jpg,Pepper,Pepper_Cercospora_Leaf_Spot,test,Field,882,1269,5,43.96,0.9358,0.9111,463,653,0.0409,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
"/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Pepper,_bell___healthy/0414429e-4295-4216-b2ed-96b21cb35928___JR_HL 8250.JPG",Pepper,Pepper_Healthy,test,Laboratory,256,256,1,50.55,0.934,0.9129,132,141,0.0751,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/pepper_bell_bacterial_spot2061.jpg,Pepper,Pepper_Bacterial_Spot,test,Field,256,256,9,52.85,0.9414,0.9189,122,127,0.0336,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/pepper_bell_bacterial_spot1281.jpg,Pepper,Pepper_Bacterial_Spot,test,Field,256,256,25,41.4,0.939,0.912,130,128,0.011,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
"/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Pepper,_bell___healthy/14a8f40d-e1b2-4d17-8bf1-c16c56f48d4c___JR_HL 8239.JPG",Pepper,Pepper_Healthy,test,Laboratory,256,256,1,40.89,0.937,0.9104,127,132,0.0228,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
"/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Pepper,_bell___healthy/7cb1f036-bf36-4271-a765-86e575664f3c___JR_HL 8075.JPG",Pepper,Pepper_Healthy,test,Laboratory,256,256,3,51.32,0.9385,0.9163,133,135,0.0475,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
"/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Pepper,_bell___Bacterial_spot/4d20e159-894a-4718-a9f8-e866e7c5a3d9___JR_B.Spot 9025.JPG",Pepper,Pepper_Bacterial_Spot,test,Laboratory,256,256,61,41.69,0.9316,0.9072,126,139,0.0618,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/c1fbd9ca-229b-4171-8e0c-272c703516a6___JR_B.Spot_3301_flipTB.JPG,Pepper,Pepper_Bacterial_Spot,test,Laboratory,256,256,16,42.5,0.9352,0.91,126,135,0.0402,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/pepper_bell_bacterial_spot669.jpg,Pepper,Pepper_Bacterial_Spot,test,Field,256,256,19,45.83,0.9288,0.9073,120,143,0.0939,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
"/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Pepper,_bell___healthy/38a78908-7a67-47ac-9f08-43cdd3f17fc8___JR_HL 6010.JPG",Pepper,Pepper_Healthy,test,Laboratory,256,256,26,44.75,0.9334,0.9098,118,132,0.0595,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
"/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Pepper,_bell___Bacterial_spot/c66fe682-9e42-4343-a4d4-add4d6244859___NREC_B.Spot 9131.JPG",Pepper,Pepper_Bacterial_Spot,test,Laboratory,256,256,13,44.98,0.9298,0.9075,125,143,0.0845,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Cercospora Leaf Spot/457__roi_backremoved.jpg,Pepper,Pepper_Cercospora_Leaf_Spot,test,Field,1433,2588,1,51.4,0.9452,0.9208,720,1293,0.0035,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Cercospora Leaf Spot/1444__roi_backremoved.jpg,Pepper,Pepper_Cercospora_Leaf_Spot,test,Field,787,1852,1,35.11,0.9192,0.8958,408,1083,0.1227,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/afd0c913-1e90-4ff9-9a61-bd0a5297c012___JR_B.Spot_3221_flipTB.JPG,Pepper,Pepper_Bacterial_Spot,test,Laboratory,256,256,13,50.69,0.9409,0.9176,130,123,0.0297,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Cercospora Leaf Spot/31__roi_backremoved.jpg,Pepper,Pepper_Cercospora_Leaf_Spot,test,Field,948,1782,3,39.72,0.9232,0.9006,432,1007,0.1114,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/pepper_bell_bacterial_spot47.jpg,Pepper,Pepper_Bacterial_Spot,test,Field,256,256,3,43.35,0.9309,0.9075,123,140,0.0718,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Nutrition Deficiency/Nutrition Deficiency00250.JPG,Pepper,Pepper_Nutrition_Deficiency,test,Field,1000,1000,5,63.93,0.9517,0.9309,499,499,0.002,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
"/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Pepper,_bell___Bacterial_spot/30956fb2-aec3-4e1d-bc10-ead8d1bd9c03___NREC_B.Spot 1835.JPG",Pepper,Pepper_Bacterial_Spot,test,Laboratory,256,256,8,58.86,0.9441,0.9236,133,124,0.0354,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/ceaabee8-4555-498b-a7ba-b5f96c4cfdcc___JR_B.Spot_3160_flipTB.JPG,Pepper,Pepper_Bacterial_Spot,test,Laboratory,256,256,15,41.73,0.9356,0.9098,123,124,0.0354,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Powdery Mildew/White spot00055.JPG,Pepper,Pepper_Powdery_Mildew,test,Field,1000,1000,629,25.13,0.8853,0.8686,540,719,0.3148,True,False,False,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Cercospora Leaf Spot/images (9).jpg,Pepper,Pepper_Cercospora_Leaf_Spot,test,Field,225,225,3,62.58,0.948,0.9278,110,110,0.0222,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
"/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Pepper,_bell___Bacterial_spot/e3f81cee-198e-42d8-b970-b950c09af898___JR_B.Spot 8997.JPG",Pepper,Pepper_Bacterial_Spot,test,Laboratory,256,256,23,46.83,0.939,0.9145,130,133,0.0297,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Cercospora Leaf Spot/721__roi_backremoved.jpg,Pepper,Pepper_Cercospora_Leaf_Spot,test,Field,1006,1797,1,48.15,0.9271,0.9072,539,1027,0.1131,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/a15291c3-e639-42d5-b22d-ed147c6453be___JR_B.Spot_3134_flipTB.JPG,Pepper,Pepper_Bacterial_Spot,test,Laboratory,256,256,20,49.43,0.9403,0.9166,126,123,0.0297,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/33763f26-1135-458f-8b2b-34897b8bb647___JR_B.Spot_3323_flipTB.JPG,Pepper,Pepper_Bacterial_Spot,test,Laboratory,256,256,30,47.67,0.9256,0.906,129,106,0.1217,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Nutrition Deficiency/Nutrition Deficiency00198.JPG,Pepper,Pepper_Nutrition_Deficiency,test,Field,1000,1000,10,63.22,0.9502,0.9297,496,495,0.0091,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Cercospora Leaf Spot/459__roi_backremoved.jpg,Pepper,Pepper_Cercospora_Leaf_Spot,test,Field,871,1547,1,45.1,0.9364,0.912,437,818,0.0408,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
"/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Pepper,_bell___healthy/fe0d5adf-1935-45a9-b2ff-37b00d7421f8___JR_HL 7737.JPG",Pepper,Pepper_Healthy,test,Laboratory,256,256,11,53.73,0.9426,0.9202,133,127,0.0282,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/pepper_bell_bacterial_spot1409.jpg,Pepper,Pepper_Bacterial_Spot,test,Field,256,256,4,58.47,0.9428,0.9225,133,134,0.0431,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
"/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Pepper,_bell___Bacterial_spot/b1c60a36-0aa1-4051-8dfe-db3ab7feeb39___JR_B.Spot 3406.JPG",Pepper,Pepper_Bacterial_Spot,test,Laboratory,256,256,6,47.49,0.9331,0.9109,136,138,0.0707,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/836b4b9e-85d5-47bc-ad93-9ab31b07be3d___JR_B.Spot_3361_180deg.JPG,Pepper,Pepper_Bacterial_Spot,test,Field,256,256,7,48.76,0.941,0.9167,127,124,0.0228,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/pepper_bell_bacterial_spot1047.jpg,Pepper,Pepper_Bacterial_Spot,test,Field,256,256,12,50.16,0.9443,0.9196,129,128,0.0055,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/pepper_bell_bacterial_spot2055.jpg,Pepper,Pepper_Bacterial_Spot,test,Field,256,256,11,48.74,0.9299,0.9093,119,143,0.0966,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/pepper_bell_bacterial_spot2487.jpg,Pepper,Pepper_Bacterial_Spot,test,Field,256,256,9,48.75,0.9365,0.9138,137,131,0.0524,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
"/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Pepper,_bell___Bacterial_spot/95acdbc4-f47e-445b-9dca-f194911f9cb3___JR_B.Spot 3283.JPG",Pepper,Pepper_Bacterial_Spot,test,Laboratory,256,256,26,45.12,0.9293,0.9072,129,112,0.0886,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/pepper_bell_bacterial_spot1098.jpg,Pepper,Pepper_Bacterial_Spot,test,Field,256,256,2,61.73,0.9497,0.9286,127,129,0.0078,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/pepper_bell_bacterial_spot1595.jpg,Pepper,Pepper_Bacterial_Spot,test,Field,256,256,5,55.09,0.9397,0.9188,137,125,0.0524,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/pepper_bell_bacterial_spot2511.jpg,Pepper,Pepper_Bacterial_Spot,test,Field,256,256,37,52.44,0.9381,0.9165,137,132,0.0544,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/ad921dec-e88f-41d8-9455-0880c69063fc___NREC_B.Spot_9216_flipTB.JPG,Pepper,Pepper_Bacterial_Spot,test,Laboratory,256,256,5,50.8,0.938,0.9157,132,120,0.0494,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/pepper_bell_bacterial_spot657.jpg,Pepper,Pepper_Bacterial_Spot,test,Field,256,256,18,48.8,0.9325,0.9111,120,140,0.0797,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Powdery Mildew/White spot00161.JPG,Pepper,Pepper_Powdery_Mildew,test,Field,1000,1000,357,50.91,0.9418,0.9183,487,511,0.0241,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Cercospora Leaf Spot/1148__roi_backremoved.jpg,Pepper,Pepper_Cercospora_Leaf_Spot,test,Field,884,1550,1,40.29,0.9246,0.9019,453,887,0.1037,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Cercospora Leaf Spot/374__roi_backremoved.jpg,Pepper,Pepper_Cercospora_Leaf_Spot,test,Field,1160,2551,1,42.79,0.9363,0.9109,607,1289,0.0338,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/pepper_bell_bacterial_spot326.jpg,Pepper,Pepper_Bacterial_Spot,test,Field,256,256,11,45.86,0.9359,0.912,131,120,0.0472,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
"/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Pepper,_bell___Bacterial_spot/66d4cd59-bc59-49cc-9a94-dafa07318fb4___JR_B.Spot 8975.JPG",Pepper,Pepper_Bacterial_Spot,test,Laboratory,256,256,19,50.08,0.9326,0.9118,128,143,0.0829,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/pepper_bell_bacterial_spot209.jpg,Pepper,Pepper_Bacterial_Spot,test,Field,256,256,6,51.96,0.9333,0.9131,125,113,0.0845,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/pepper_bell_bacterial_spot416.jpg,Pepper,Pepper_Bacterial_Spot,test,Field,256,256,5,42.74,0.9372,0.9114,123,128,0.0276,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Cercospora Leaf Spot/973__roi_backremoved.jpg,Pepper,Pepper_Cercospora_Leaf_Spot,test,Field,803,1678,1,41.16,0.9394,0.9121,397,840,0.008,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Cercospora Leaf Spot/290__roi_backremoved.jpg,Pepper,Pepper_Cercospora_Leaf_Spot,test,Field,964,1533,1,42.65,0.9235,0.9022,488,895,0.1189,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
"/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Pepper,_bell___healthy/b704a626-1cb5-47a8-a8b5-e6df7b2a895d___JR_HL 8096.JPG",Pepper,Pepper_Healthy,test,Laboratory,256,256,10,52.7,0.9445,0.9209,126,129,0.0124,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/517e3352-9e28-4b42-970b-2aa198203960___JR_B.Spot_8855_flipTB.JPG,Pepper,Pepper_Bacterial_Spot,test,Laboratory,256,256,25,51.75,0.9338,0.9134,132,114,0.0804,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
"/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Pepper,_bell___Bacterial_spot/43fb5703-5a76-47cf-b027-42a9bd601401___JR_B.Spot 9033.JPG",Pepper,Pepper_Bacterial_Spot,test,Laboratory,256,256,34,48.9,0.9436,0.9186,128,129,0.0055,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
"/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/raw/plantvillage/raw/color/Pepper,_bell___Bacterial_spot/41b580cc-85f0-42c5-aafc-d640ab727081___JR_B.Spot 8950.JPG",Pepper,Pepper_Bacterial_Spot,test,Laboratory,256,256,21,46.31,0.942,0.9163,127,129,0.0078,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/pepper_bell_bacterial_spot935.jpg,Pepper,Pepper_Bacterial_Spot,test,Field,256,256,3,47.4,0.9412,0.9163,131,128,0.0166,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
/home/hammad/Desktop/project zari - experimental/ml_pipeline/data/new_Dataset/Pepper Bell Leaf Disease/PEPPER BELL DATASET/PepperBell_Bacterial Spot/pepper_bell_bacterial_spot539.jpg,Pepper,Pepper_Bacterial_Spot,test,Field,256,256,32,39.48,0.9315,0.9061,121,135,0.0547,True,True,True,Strategy C (Combined),A. GOOD PRIMARY LEAF MASK,NONE,ACCEPT
